x,y
52.51061423,13.57493529
52.52942557,13.55007677
52.42230947,13.71269263
52.40482542,13.27234311
52.51469242,13.16518136
52.4997755,13.36958577
52.58516448,13.38718921
52.44273893,13.72124677
52.47715498,13.24067866
52.50383901,13.34292332
52.46608181,13.24785972
52.44507328,13.41716227
52.5070927,13.17695056
52.39935254,13.56290754
52.47908979,13.12830164
52.54354832,13.57202474
52.40768487,13.16542503
52.58802151,13.32116818
52.51308166,13.57662975
52.64011235,13.4111651
52.42660893,13.30978478
52.43790315,13.42168767
52.5885778,13.52760897
52.4256482,13.68426302
52.41860694,13.40126554
52.55026553,13.31687846
52.49495945,13.59734039
52.60947706,13.30713272
52.48754971,13.25721603
52.46258593,13.21798679
52.62679676,13.31721582
52.45962266,13.24190724
52.48716102,13.18945437
52.49985448,13.35505213
52.42394022,13.21355833
52.55721724,13.34783544
52.47596258,13.25523666
52.43293408,13.71789238
52.40335345,13.13039319
52.46254045,13.44196244
52.44654567,13.66159103
52.62612319,13.27061104
52.6081889,13.32685236
52.4133863,13.34838065
52.62361037,13.30033233
52.48017242,13.21470793
52.43740705,13.28288013
52.51182628,13.23132954
52.52075421,13.29516499
52.58214903,13.37837687
52.43858237,13.42862805
52.52938155,13.51268894
52.42918798,13.52560782
52.50294407,13.60555179
52.48916073,13.58135577
52.446381,13.20478206
52.4472074,13.309793
52.49247677,13.25326405
52.50464817,13.37960045
52.43969414,13.42762561
52.56540516,13.34296784
52.51593638,13.20483325
52.57931248,13.45898694
52.43651353,13.30717989
52.4990896,13.20684824
52.58844492,13.19716351
52.38754901,13.62797032
52.65013072,13.49440722
52.55294884,13.56889426
52.44520805,13.54688056
52.64411339,13.29436174
52.62946515,13.43407114
52.49524616,13.37924005
52.52084972,13.30977537
52.4668977,13.34135837
52.51270847,13.19308916
52.50767396,13.59844824
52.51751893,13.54321836
52.49198729,13.25412538
52.46649888,13.53971015
52.43130137,13.45947482
52.44952957,13.32350317
52.48331932,13.43958127
52.43666294,13.55464945
52.43458703,13.37901964
52.52733509,13.29802343
52.41629712,13.5019354
52.40335562,13.6477683
52.59561862,13.30477464
52.52338912,13.17087106
52.4551615,13.19700192
52.39491995,13.4012153
52.55346253,13.2735014
52.47237483,13.28884348
52.44366133,13.16253776
52.62867628,13.27124383
52.57385347,13.20891601
52.50196169,13.18047816
52.49015539,13.42609598
52.45787013,13.6417956
52.39567585,13.69023665
52.43498507,13.3258531
52.60954997,13.22661649
52.42722644,13.61581886
52.62036443,13.41886079
52.41993076,13.39263942
52.51723639,13.14911326
52.4633439,13.29284996
52.52336285,13.51029401
